CatalogID,Release,Type,Product,Domain,Resolution,Deprecated,MinDate,MaxDate,MinYear,MaxYear,TimeSeriesType,DataType,DataUnit,DataScaleFactor,DataOffset,Data.URL,Metadata.URL
BM011,Basemaps,Topo,Topography Hillshade Basemap,UG,2m,FALSE,9/7/19,9/7/19,2019,2019,Single,numeric,unitless,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/basemaps/UG_hillshade_basemap_v3.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/basemaps/UG_hillshade_basemap_v3_metadata.xml
BM012,Basemaps,Vegetation,Canopy Structure Basemap,UG,2m,FALSE,9/7/19,9/7/19,2019,2019,Single,numeric,unitless,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/basemaps/UG_canopy_basemap_v3.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/basemaps/UG_canopy_basemap_v3_metadata.xml
BM013,Basemaps,Vegetation,Landcover Basemap,UG,2m,FALSE,9/7/19,9/7/19,2019,2019,Single,numeric,unitless,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/basemaps/UG_landcover_basemap_v3.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/basemaps/UG_landcover_basemap_v3_metadata.xml
R4D001,Release4,Snow,Snowpack Persistence Day of Year Yearly Timeseries,UG,27m,FALSE,1/1/93,9/30/22,1993,2022,Yearly,numeric,day of year,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_persistence_yearly_27m_v1/UG_snow_persistence_year_{year}_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_persistence_yearly_27m_v1_metadata.xml
R4D002,Release4,Snow,Snowpack Onset Day of Year Yearly Timeseries,UG,27m,FALSE,10/1/92,9/30/22,1993,2022,Yearly,numeric,day of year,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_onset_yearly_27m_v1/UG_snow_onset_year_{year}_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_onset_yearly_27m_v1_metadata.xml
R4D003,Release4,Snow,Snowpack Duration Yearly Timeseries,UG,27m,FALSE,10/1/92,9/30/22,1993,2022,Yearly,numeric,days,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_length_yearly_27m_v1/UG_snow_length_year_{year}_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_length_yearly_27m_v1_metadata.xml
R4D004,Release4,Climate,Maximum 2m Air Temperature Daily Timeseries,UG,81m,FALSE,11/1/01,10/30/22,2001,2022,Daily,numeric,degrees celcius,10000,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_2m_tmax_daily_81m_v1/bayes_tmax_year_{year}_day_0{day}_est.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_2m_tmax_daily_81m_v1_metadata.xml
R4D005,Release4,Climate,Minimum 2m Air Temperature Daily Timeseries,UG,81m,FALSE,11/1/01,10/30/22,2001,2022,Daily,numeric,degrees celcius,10000,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_2m_tmin_daily_81m_v1/bayes_tmin_year_{year}_day_0{day}_est.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_2m_tmin_daily_81m_v1_metadata.xml
R4D006,Release4,Climate,Average 2m Air Temperature Monthly Timeseries,UG,81m,FALSE,11/1/01,10/30/22,2001,2022,Monthly,numeric,degrees celcius,10000,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_2m_tavg_monthly_81m_v1/UG_airtemp_tavg_mean_year_{year}_month_{month}_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_2m_tavg_monthly_81m_v1_metadata.xml
R4D007,Release4,Climate,Maximum 2m Air Temperature Monthly Timeseries,UG,81m,FALSE,11/1/01,10/30/22,2001,2022,Monthly,numeric,degrees celcius,10000,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_2m_tmax_monthly_81m_v1/UG_airtemp_tmax_mean_year_{year}_month_{month}_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_2m_tmax_monthly_81m_v1_metadata.xml
R4D008,Release4,Climate,Minimum 2m Air Temperature Monthly Timeseries,UG,81m,FALSE,11/1/01,10/30/22,2001,2022,Monthly,numeric,degrees celcius,10000,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_2m_tmin_monthly_81m_v1/UG_airtemp_tmin_mean_year_{year}_month_{month}_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_2m_tmin_monthly_81m_v1_metadata.xml
R4D009,Release4,Climate,Air Temperature Freezing Degree-days Annual Timeseries,UG,81m,FALSE,1/1/02,12/31/22,2002,2022,Yearly,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_all_yearly_81m_v1/UG_airtemp_FDD_all_year_{year}_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_all_yearly_81m_v1_metadata.xml
R4D010,Release4,Climate,Air Temperature Freezing Degree-days Early Season Timeseries,UG,81m,FALSE,1/1/02,12/31/22,2002,2022,Yearly,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_early_yearly_81m_v1/UG_airtemp_FDD_early_year_{year}_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_early_yearly_81m_v1_metadata.xml
R4D011,Release4,Climate,Air Temperature Freezing Degree-days Late Season Timeseries,UG,81m,FALSE,1/1/02,12/31/22,2002,2022,Yearly,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_late_yearly_81m_v1/UG_airtemp_FDD_late_year_{year}_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_late_yearly_81m_v1_metadata.xml
R4D012,Release4,Climate,Air Temperature Growing Degree-days Annual Timeseries,UG,81m,FALSE,1/1/02,12/31/22,2002,2022,Yearly,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_all_yearly_81m_v1/UG_airtemp_GDD_all_year_{year}_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_all_yearly_81m_v1_metadata.xml
R4D013,Release4,Climate,Air Temperature Growing Degree-days Early Season Timeseries,UG,81m,FALSE,1/1/02,12/31/22,2002,2022,Yearly,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_early_yearly_81m_v1/UG_airtemp_GDD_early_year_{year}_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_early_yearly_81m_v1_metadata.xml
R4D014,Release4,Climate,Air Temperature Growing Degree-days Late Season Timeseries,UG,81m,FALSE,1/1/02,12/31/22,2002,2022,Yearly,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_late_yearly_81m_v1/UG_airtemp_GDD_late_year_{year}_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_late_yearly_81m_v1_metadata.xml
R4D015,Release4,Climate,Snow-free Freezing Degree-days Annual Timeseries,UG,27m,FALSE,1/1/02,12/31/22,2002,2022,Yearly,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_all_yearly_27m_v1/UG_airtemp_snowfree_FDD_all_year_{year}_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_all_yearly_27m_v1_metadata.xml
R4D016,Release4,Climate,Snow-free Freezing Degree-days Early Season Timeseries,UG,27m,FALSE,1/1/02,12/31/22,2002,2022,Yearly,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_early_yearly_27m_v1/UG_airtemp_snowfree_FDD_early_year_{year}_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_early_yearly_27m_v1_metadata.xml
R4D017,Release4,Climate,Snow-free Freezing Degree-days Late Season Timeseries,UG,27m,FALSE,1/1/02,12/31/22,2002,2022,Yearly,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_late_yearly_27m_v1/UG_airtemp_snowfree_FDD_late_year_{year}_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_late_yearly_27m_v1_metadata.xml
R4D018,Release4,Climate,Snow-free Freezing Degree-days 0-60 days Post-snow Timeseries,UG,27m,FALSE,1/1/02,12/31/22,2002,2022,Yearly,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_snow60_yearly_27m_v1/UG_airtemp_snowfree_FDD_snow60_year_{year}_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_snow60_yearly_27m_v1_metadata.xml
R4D019,Release4,Climate,Snow-free Growing Degree-days Annual Timeseries,UG,27m,FALSE,1/1/02,12/31/22,2002,2022,Yearly,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_all_yearly_27m_v1/UG_airtemp_snowfree_GDD_all_year_{year}_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_all_yearly_27m_v1_metadata.xml
R4D020,Release4,Climate,Snow-free Growing Degree-days Early Season Timeseries,UG,27m,FALSE,1/1/02,12/31/22,2002,2022,Yearly,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_early_yearly_27m_v1/UG_airtemp_snowfree_GDD_early_year_{year}_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_early_yearly_27m_v1_metadata.xml
R4D021,Release4,Climate,Snow-free Growing Degree-days Late Season Timeseries,UG,27m,FALSE,1/1/02,12/31/22,2002,2022,Yearly,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_late_yearly_27m_v1/UG_airtemp_snowfree_GDD_late_year_{year}_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_late_yearly_27m_v1_metadata.xml
R4D022,Release4,Climate,Snow-free Growing Degree-day 0-60 Days Post Snow Timeseries,UG,27m,FALSE,1/1/02,12/31/22,2002,2022,Yearly,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_snow60_yearly_27m_v1/UG_airtemp_snowfree_GDD_snow60_year_{year}_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_snow60_yearly_27m_v1_metadata.xml
R4D023,Release4,Climate,Air Temperature Freezing Degree-days Annual Mean (2002-2021),UG,81m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_annual_mean_2002_2021_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_annual_mean_2002_2021_81m_v1_metadata.xml
R4D024,Release4,Climate,Air Temperature Freezing Degree-days Annual Standard Deviation (2002-2021),UG,81m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_annual_sd_2002_2021_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_annual_sd_2002_2021_81m_v1_metadata.xml
R4D025,Release4,Climate,Air Temperature Freezing Degree-days Early Season Mean (2002-2021),UG,81m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_early_mean_2002_2021_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_early_mean_2002_2021_81m_v1_metadata.xml
R4D026,Release4,Climate,Air Temperature Freezing Degree-days Early Season Standard Deviation (2002-2021),UG,81m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_early_sd_2002_2021_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_early_sd_2002_2021_81m_v1_metadata.xml
R4D027,Release4,Climate,Air Temperature Freezing Degree-days Late Season Mean (2002-2021),UG,81m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_late_mean_2002_2021_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_late_mean_2002_2021_81m_v1_metadata.xml
R4D028,Release4,Climate,Air Temperature Freezing Degree-days Late Season Standard Deviation (2002-2021),UG,81m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_late_sd_2002_2021_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_late_sd_2002_2021_81m_v1_metadata.xml
R4D029,Release4,Climate,Air Temperature Growing Degree-days Annual Mean (2002-2021),UG,81m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_annual_mean_2002_2021_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_annual_mean_2002_2021_81m_v1_metadata.xml
R4D030,Release4,Climate,Air Temperature Growing Degree-days Annual Standard Deivation (2002-2021),UG,81m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_annual_sd_2002_2021_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_annual_sd_2002_2021_81m_v1_metadata.xml
R4D031,Release4,Climate,Air Temperature Growing Degree-days Early Season Mean (2002-2022),UG,81m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_early_mean_2002_2021_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_early_mean_2002_2021_81m_v1_metadata.xml
R4D032,Release4,Climate,Air Temperature Growing Degree-days Early Season Standard Deviation (2002-2022),UG,81m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_early_sd_2002_2021_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_early_sd_2002_2021_81m_v1_metadata.xml
R4D033,Release4,Climate,Air Temperature Growing Degree-days Late Season Mean (2002-2022),UG,81m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_late_mean_2002_2021_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_late_mean_2002_2021_81m_v1_metadata.xml
R4D034,Release4,Climate,Air Temperature Growing Degree-days Late Season Standard Deviation (2002-2022),UG,81m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_late_sd_2002_2021_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_late_sd_2002_2021_81m_v1_metadata.xml
R4D035,Release4,Climate,Snow-free Freezing Degree-days Annual Mean (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_annual_mean_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_annual_mean_2002_2021_27m_v1_metadata.xml
R4D036,Release4,Climate,Snow-free Freezing Degree-days Annual Standard Deviation (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_annual_sd_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_annual_sd_2002_2021_27m_v1_metadata.xml
R4D037,Release4,Climate,Snow-free Freezing Degree-days Early Season Mean (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_early_mean_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_early_mean_2002_2021_27m_v1_metadata.xml
R4D038,Release4,Climate,Snow-free Freezing Degree-days Early Season Standard Deviation (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_early_sd_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_early_sd_2002_2021_27m_v1_metadata.xml
R4D039,Release4,Climate,Snow-free Freezing Degree-days Late Season Mean (2002-2022),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_late_mean_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_late_mean_2002_2021_27m_v1_metadata.xml
R4D040,Release4,Climate,Snow-free Freezing Degree-days Late Season Standard Deviation (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_late_sd_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_late_sd_2002_2021_27m_v1_metadata.xml
R4D041,Release4,Climate,Snow-free Freezing Degree-days 0-60 Days Post Snow Mean (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_snow60_mean_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_snow60_mean_2002_2021_27m_v1_metadata.xml
R4D042,Release4,Climate,Snow-free Freezing Degree-days 0-60 Days Post Snow Standard Deviation (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_snow60_sd_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_snow60_sd_2002_2021_27m_v1_metadata.xml
R4D043,Release4,Climate,Snow-free Growing Degree-days Annual Mean (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_annual_mean_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_annual_mean_2002_2021_27m_v1_metadata.xml
R4D044,Release4,Climate,Snow-free Growing Degree-days Annual Standard Deviation (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_annual_sd_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_annual_sd_2002_2021_27m_v1_metadata.xml
R4D045,Release4,Climate,Snow-free Growing Degree-days Early Season Mean (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_early_mean_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_early_mean_2002_2021_27m_v1_metadata.xml
R4D046,Release4,Climate,Snow-free Growing Degree-days Early Season Standard Deviation (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_early_sd_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_early_sd_2002_2021_27m_v1_metadata.xml
R4D047,Release4,Climate,Snow-free Growing Degree-days Late Season Mean (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_late_mean_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_late_mean_2002_2021_27m_v1_metadata.xml
R4D048,Release4,Climate,Snow-free Growing Degree-days Late Season Standard Deviation (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_late_sd_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_late_sd_2002_2021_27m_v1_metadata.xml
R4D049,Release4,Climate,Snow-free Growing Degree-days 0-60 Days Post Snow Mean (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_snow60_mean_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_snow60_mean_2002_2021_27m_v1_metadata.xml
R4D050,Release4,Climate,Snow-free Growing Degree-days 0-60 Days Post Snow Standard Deviation (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_snow60_sd_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_snow60_sd_2002_2021_27m_v1_metadata.xml
R4D051,Release4,Snow,Snowpack Proportional Reduction in Freezing Degree Days (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,proportion,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_FDD_reduction_all_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_FDD_reduction_all_2002_2021_27m_v1_metadata.xml
R4D052,Release4,Snow,Snowpack Proportional Reduction in Early Season Freezing Degree Days (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,proportion,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_FDD_reduction_early_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_FDD_reduction_early_2002_2021_27m_v1_metadata.xml
R4D053,Release4,Snow,Snowpack Proportional Reduction in Late Season Freezing Degree Days (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,proportion,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_FDD_reduction_late_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_FDD_reduction_late_2002_2021_27m_v1_metadata.xml
R4D054,Release4,Snow,Snowpack Proportional Reduction in Growing Degree Days (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,proportion,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_GDD_reduction_all_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_GDD_reduction_all_2002_2021_27m_v1_metadata.xml
R4D055,Release4,Snow,Snowpack Proportional Reduction in Early Season Growing Degree Days (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,numeric,proportion,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_GDD_reduction_early_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_GDD_reduction_early_2002_2021_27m_v1_metadata.xml
